date,location,count,sky_cov,air_temp_daymean_month_mean,air_temp_daymax_month_mean,air_temp_daymin_month_mean,air_temp_daymax_month_max,air_temp_daymin_month_min,wind_speed_month_mean,wind_speed_daymax_month_max,sunshine_duration,precipitation_month_sum,precipitation_daymax_month_max
2016-03-01,A.-Silbermann-Weg,57456,5.62,5.0,9.2,0.59,2.52,16.0,24.0,-6.4,90.3,50.5,10.8
2016-04-01,A.-Silbermann-Weg,99398,5.44,9.25,14.62,3.6,2.6,21.4,18.0,-1.7,146.8,54.2,15.5
2016-05-01,A.-Silbermann-Weg,113598,5.45,15.04,20.49,9.5,2.68,26.3,16.3,0.6,195.8,38.3,13.0
2016-06-01,A.-Silbermann-Weg,111070,6.04,17.24,22.46,12.43,2.17,33.7,-999.0,6.8,142.0,184.7,45.9
2016-07-01,A.-Silbermann-Weg,115560,5.67,19.22,24.53,13.48,2.26,34.4,17.3,7.6,159.8,39.3,17.0
2016-08-01,A.-Silbermann-Weg,101735,4.27,18.69,25.05,12.19,2.16,35.1,14.1,5.7,218.2,49.8,14.1
2016-09-01,A.-Silbermann-Weg,113400,4.2,17.99,24.81,11.45,2.1,32.3,17.0,4.8,213.5,19.1,10.2
2016-10-01,A.-Silbermann-Weg,80811,5.84,9.67,13.99,5.33,2.16,19.6,17.0,-2.1,77.6,41.1,10.9
2016-11-01,A.-Silbermann-Weg,72890,6.21,5.74,9.05,2.05,2.3,16.2,18.7,-8.6,53.6,75.6,14.0
2016-12-01,A.-Silbermann-Weg,61351,5.15,3.94,6.95,0.75,2.32,12.3,17.7,-8.3,74.1,19.1,8.5
2016-01-01,Stadtwald,28424,6.32,4.19,6.85,1.21,2.74,13.7,19.6,-9.3,47.0,68.5,7.6
2016-02-01,Stadtwald,25587,6.14,4.5,7.88,0.76,2.79,14.3,21.9,-5.8,60.1,74.1,14.5
2016-03-01,Stadtwald,32326,5.62,5.0,9.2,0.59,2.52,16.0,24.0,-6.4,90.3,50.5,10.8
2016-04-01,Stadtwald,59493,5.44,9.25,14.62,3.6,2.6,21.4,18.0,-1.7,146.8,54.2,15.5
2016-05-01,Stadtwald,72329,5.45,15.04,20.49,9.5,2.68,26.3,16.3,0.6,195.8,38.3,13.0
2016-06-01,Stadtwald,65028,6.04,17.24,22.46,12.43,2.17,33.7,-999.0,6.8,142.0,184.7,45.9
2016-07-01,Stadtwald,68859,5.67,19.22,24.53,13.48,2.26,34.4,17.3,7.6,159.8,39.3,17.0
2016-08-01,Stadtwald,71260,4.27,18.69,25.05,12.19,2.16,35.1,14.1,5.7,218.2,49.8,14.1
2016-09-01,Stadtwald,85976,4.2,17.99,24.81,11.45,2.1,32.3,17.0,4.8,213.5,19.1,10.2
2016-10-01,Stadtwald,46101,5.84,9.67,13.99,5.33,2.16,19.6,17.0,-2.1,77.6,41.1,10.9
2016-11-01,Stadtwald,34122,6.21,5.74,9.05,2.05,2.3,16.2,18.7,-8.6,53.6,75.6,14.0
2016-12-01,Stadtwald,29608,5.15,3.94,6.95,0.75,2.32,12.3,17.7,-8.3,74.1,19.1,8.5
2016-01-01,Niederländer Ufer,23376,6.32,4.19,6.85,1.21,2.74,13.7,19.6,-9.3,47.0,68.5,7.6
2016-02-01,Niederländer Ufer,10527,6.14,4.5,7.88,0.76,2.79,14.3,21.9,-5.8,60.1,74.1,14.5
2016-03-01,Niederländer Ufer,18661,5.62,5.0,9.2,0.59,2.52,16.0,24.0,-6.4,90.3,50.5,10.8
2016-04-01,Niederländer Ufer,48115,5.44,9.25,14.62,3.6,2.6,21.4,18.0,-1.7,146.8,54.2,15.5
2016-05-01,Niederländer Ufer,76723,5.45,15.04,20.49,9.5,2.68,26.3,16.3,0.6,195.8,38.3,13.0
2016-06-01,Niederländer Ufer,62510,6.04,17.24,22.46,12.43,2.17,33.7,-999.0,6.8,142.0,184.7,45.9
2016-07-01,Niederländer Ufer,81248,5.67,19.22,24.53,13.48,2.26,34.4,17.3,7.6,159.8,39.3,17.0
2016-08-01,Niederländer Ufer,87100,4.27,18.69,25.05,12.19,2.16,35.1,14.1,5.7,218.2,49.8,14.1
2016-09-01,Niederländer Ufer,87067,4.2,17.99,24.81,11.45,2.1,32.3,17.0,4.8,213.5,19.1,10.2
2016-10-01,Niederländer Ufer,44825,5.84,9.67,13.99,5.33,2.16,19.6,17.0,-2.1,77.6,41.1,10.9
2016-11-01,Niederländer Ufer,30872,6.21,5.74,9.05,2.05,2.3,16.2,18.7,-8.6,53.6,75.6,14.0
2016-12-01,Niederländer Ufer,27347,5.15,3.94,6.95,0.75,2.32,12.3,17.7,-8.3,74.1,19.1,8.5
2015-01-01,Bonner Straße,49985,6.45,3.39,6.3,0.27,2.52,14.7,26.8,-3.2,40.4,79.8,15.3
2015-02-01,Bonner Straße,43544,5.6,2.68,6.06,-0.83,2.54,11.2,15.7,-8.5,85.9,52.8,11.7
2015-03-01,Bonner Straße,62467,5.49,6.33,11.45,1.34,2.39,19.1,23.8,-4.5,117.4,39.5,13.2
2015-04-01,Bonner Straße,69963,4.59,9.78,16.07,2.25,2.33,25.1,20.0,-3.4,233.1,41.1,11.2
2015-05-01,Bonner Straße,79321,5.76,13.46,19.46,6.95,2.48,26.1,21.1,-0.5,177.3,27.1,8.6
2015-06-01,Bonner Straße,87496,5.07,16.77,22.63,9.42,2.3,33.9,14.0,2.9,226.1,59.2,15.2
2015-07-01,Bonner Straße,81697,4.89,19.93,25.91,13.89,2.39,37.3,19.9,5.2,198.9,54.8,9.8
2015-08-01,Bonner Straße,87282,5.17,19.93,26.1,13.67,2.23,35.9,14.2,7.7,219.5,107.9,23.2
2015-09-01,Bonner Straße,76810,5.26,13.61,18.56,8.63,2.27,23.0,17.8,2.3,124.4,111.7,24.8
2015-10-01,Bonner Straße,71699,5.69,9.77,13.76,5.98,1.94,21.4,10.9,-1.2,87.0,34.0,11.8
2015-11-01,Bonner Straße,65496,6.32,9.47,12.53,6.19,2.63,18.8,21.3,-2.8,46.1,88.0,11.4
2015-12-01,Bonner Straße,60035,6.16,8.89,11.85,5.73,2.48,16.0,15.1,0.0,60.2,61.2,16.9
2015-01-01,Deutzer Brücke,76458,6.45,3.39,6.3,0.27,2.52,14.7,26.8,-3.2,40.4,79.8,15.3
2015-02-01,Deutzer Brücke,66419,5.6,2.68,6.06,-0.83,2.54,11.2,15.7,-8.5,85.9,52.8,11.7
2015-03-01,Deutzer Brücke,98143,5.49,6.33,11.45,1.34,2.39,19.1,23.8,-4.5,117.4,39.5,13.2
2015-04-01,Deutzer Brücke,117103,4.59,9.78,16.07,2.25,2.33,25.1,20.0,-3.4,233.1,41.1,11.2
2015-05-01,Deutzer Brücke,131785,5.76,13.46,19.46,6.95,2.48,26.1,21.1,-0.5,177.3,27.1,8.6
2015-06-01,Deutzer Brücke,174446,5.07,16.77,22.63,9.42,2.3,33.9,14.0,2.9,226.1,59.2,15.2
2015-07-01,Deutzer Brücke,174117,4.89,19.93,25.91,13.89,2.39,37.3,19.9,5.2,198.9,54.8,9.8
2015-08-01,Deutzer Brücke,190656,5.17,19.93,26.1,13.67,2.23,35.9,14.2,7.7,219.5,107.9,23.2
2015-09-01,Deutzer Brücke,136573,5.26,13.61,18.56,8.63,2.27,23.0,17.8,2.3,124.4,111.7,24.8
2015-10-01,Deutzer Brücke,129444,5.69,9.77,13.76,5.98,1.94,21.4,10.9,-1.2,87.0,34.0,11.8
2015-11-01,Deutzer Brücke,108705,6.32,9.47,12.53,6.19,2.63,18.8,21.3,-2.8,46.1,88.0,11.4
2015-12-01,Deutzer Brücke,94174,6.16,8.89,11.85,5.73,2.48,16.0,15.1,0.0,60.2,61.2,16.9
2015-01-01,Hohenzollernbrücke,36867,6.45,3.39,6.3,0.27,2.52,14.7,26.8,-3.2,40.4,79.8,15.3
2015-02-01,Hohenzollernbrücke,32027,5.6,2.68,6.06,-0.83,2.54,11.2,15.7,-8.5,85.9,52.8,11.7
2015-03-01,Hohenzollernbrücke,47324,5.49,6.33,11.45,1.34,2.39,19.1,23.8,-4.5,117.4,39.5,13.2
2015-04-01,Hohenzollernbrücke,57179,4.59,9.78,16.07,2.25,2.33,25.1,20.0,-3.4,233.1,41.1,11.2
2015-05-01,Hohenzollernbrücke,63546,5.76,13.46,19.46,6.95,2.48,26.1,21.1,-0.5,177.3,27.1,8.6
2015-06-01,Hohenzollernbrücke,71120,5.07,16.77,22.63,9.42,2.3,33.9,14.0,2.9,226.1,59.2,15.2
2015-07-01,Hohenzollernbrücke,65960,4.89,19.93,25.91,13.89,2.39,37.3,19.9,5.2,198.9,54.8,9.8
2015-08-01,Hohenzollernbrücke,68799,5.17,19.93,26.1,13.67,2.23,35.9,14.2,7.7,219.5,107.9,23.2
2015-09-01,Hohenzollernbrücke,58238,5.26,13.61,18.56,8.63,2.27,23.0,17.8,2.3,124.4,111.7,24.8
2015-10-01,Hohenzollernbrücke,57231,5.69,9.77,13.76,5.98,1.94,21.4,10.9,-1.2,87.0,34.0,11.8
2015-11-01,Hohenzollernbrücke,51758,6.32,9.47,12.53,6.19,2.63,18.8,21.3,-2.8,46.1,88.0,11.4
2015-12-01,Hohenzollernbrücke,47861,6.16,8.89,11.85,5.73,2.48,16.0,15.1,0.0,60.2,61.2,16.9
2015-01-01,Neumarkt,85667,6.45,3.39,6.3,0.27,2.52,14.7,26.8,-3.2,40.4,79.8,15.3
2015-02-01,Neumarkt,79808,5.6,2.68,6.06,-0.83,2.54,11.2,15.7,-8.5,85.9,52.8,11.7
2015-03-01,Neumarkt,118677,5.49,6.33,11.45,1.34,2.39,19.1,23.8,-4.5,117.4,39.5,13.2
2015-04-01,Neumarkt,150837,4.59,9.78,16.07,2.25,2.33,25.1,20.0,-3.4,233.1,41.1,11.2
2015-05-01,Neumarkt,162391,5.76,13.46,19.46,6.95,2.48,26.1,21.1,-0.5,177.3,27.1,8.6
2015-06-01,Neumarkt,168636,5.07,16.77,22.63,9.42,2.3,33.9,14.0,2.9,226.1,59.2,15.2
2015-07-01,Neumarkt,153002,4.89,19.93,25.91,13.89,2.39,37.3,19.9,5.2,198.9,54.8,9.8
2015-08-01,Neumarkt,157605,5.17,19.93,26.1,13.67,2.23,35.9,14.2,7.7,219.5,107.9,23.2
2015-09-01,Neumarkt,124257,5.26,13.61,18.56,8.63,2.27,23.0,17.8,2.3,124.4,111.7,24.8
2015-10-01,Neumarkt,115534,5.69,9.77,13.76,5.98,1.94,21.4,10.9,-1.2,87.0,34.0,11.8
2015-11-01,Neumarkt,98725,6.32,9.47,12.53,6.19,2.63,18.8,21.3,-2.8,46.1,88.0,11.4
2015-12-01,Neumarkt,95147,6.16,8.89,11.85,5.73,2.48,16.0,15.1,0.0,60.2,61.2,16.9
2015-01-01,Venloer Straße,84581,6.45,3.39,6.3,0.27,2.52,14.7,26.8,-3.2,40.4,79.8,15.3
2015-02-01,Venloer Straße,73354,5.6,2.68,6.06,-0.83,2.54,11.2,15.7,-8.5,85.9,52.8,11.7
2015-03-01,Venloer Straße,110265,5.49,6.33,11.45,1.34,2.39,19.1,23.8,-4.5,117.4,39.5,13.2
2015-04-01,Venloer Straße,138741,4.59,9.78,16.07,2.25,2.33,25.1,20.0,-3.4,233.1,41.1,11.2
2015-05-01,Venloer Straße,152621,5.76,13.46,19.46,6.95,2.48,26.1,21.1,-0.5,177.3,27.1,8.6
2015-06-01,Venloer Straße,172093,5.07,16.77,22.63,9.42,2.3,33.9,14.0,2.9,226.1,59.2,15.2
2015-07-01,Venloer Straße,159057,4.89,19.93,25.91,13.89,2.39,37.3,19.9,5.2,198.9,54.8,9.8
2015-08-01,Venloer Straße,163833,5.17,19.93,26.1,13.67,2.23,35.9,14.2,7.7,219.5,107.9,23.2
2015-09-01,Venloer Straße,135760,5.26,13.61,18.56,8.63,2.27,23.0,17.8,2.3,124.4,111.7,24.8
2015-10-01,Venloer Straße,137194,5.69,9.77,13.76,5.98,1.94,21.4,10.9,-1.2,87.0,34.0,11.8
2015-11-01,Venloer Straße,123419,6.32,9.47,12.53,6.19,2.63,18.8,21.3,-2.8,46.1,88.0,11.4
2015-12-01,Venloer Straße,114656,6.16,8.89,11.85,5.73,2.48,16.0,15.1,0.0,60.2,61.2,16.9
2015-01-01,Zülpicher Straße,94479,6.45,3.39,6.3,0.27,2.52,14.7,26.8,-3.2,40.4,79.8,15.3
2015-02-01,Zülpicher Straße,84709,5.6,2.68,6.06,-0.83,2.54,11.2,15.7,-8.5,85.9,52.8,11.7
2015-03-01,Zülpicher Straße,125168,5.49,6.33,11.45,1.34,2.39,19.1,23.8,-4.5,117.4,39.5,13.2
2015-04-01,Zülpicher Straße,151235,4.59,9.78,16.07,2.25,2.33,25.1,20.0,-3.4,233.1,41.1,11.2
2015-05-01,Zülpicher Straße,168074,5.76,13.46,19.46,6.95,2.48,26.1,21.1,-0.5,177.3,27.1,8.6
2015-06-01,Zülpicher Straße,188108,5.07,16.77,22.63,9.42,2.3,33.9,14.0,2.9,226.1,59.2,15.2
2015-07-01,Zülpicher Straße,174459,4.89,19.93,25.91,13.89,2.39,37.3,19.9,5.2,198.9,54.8,9.8
2015-08-01,Zülpicher Straße,181967,5.17,19.93,26.1,13.67,2.23,35.9,14.2,7.7,219.5,107.9,23.2
2015-09-01,Zülpicher Straße,154036,5.26,13.61,18.56,8.63,2.27,23.0,17.8,2.3,124.4,111.7,24.8
2015-10-01,Zülpicher Straße,151372,5.69,9.77,13.76,5.98,1.94,21.4,10.9,-1.2,87.0,34.0,11.8
2015-11-01,Zülpicher Straße,136895,6.32,9.47,12.53,6.19,2.63,18.8,21.3,-2.8,46.1,88.0,11.4
2015-12-01,Zülpicher Straße,126588,6.16,8.89,11.85,5.73,2.48,16.0,15.1,0.0,60.2,61.2,16.9
2014-01-01,Bonner Straße,54612,6.01,5.4,8.33,2.18,2.68,14.3,21.3,-2.9,73.4,55.0,13.8
2014-02-01,Bonner Straße,50484,5.87,6.39,10.0,2.66,2.93,14.9,21.3,-2.3,75.8,37.2,5.7
2014-03-01,Bonner Straße,69363,4.01,8.78,15.19,1.77,2.39,22.7,17.1,-4.0,187.5,10.4,5.0
2014-04-01,Bonner Straße,73767,5.43,12.38,18.25,5.66,2.27,25.0,16.9,-2.3,143.9,32.3,6.7
2014-05-01,Bonner Straße,77729,5.45,13.43,18.6,7.39,2.35,27.3,17.0,0.4,168.8,72.5,26.3
2014-06-01,Bonner Straße,84640,4.72,16.56,22.44,9.95,2.17,31.6,22.2,5.3,212.1,57.0,14.1
2014-07-01,Bonner Straße,79045,5.28,19.71,25.45,14.0,2.19,33.7,18.9,5.9,209.8,183.0,40.7
2014-08-01,Bonner Straße,74138,5.72,16.32,21.47,11.62,2.23,28.3,16.5,5.9,150.7,142.4,23.8
2014-09-01,Bonner Straße,83533,5.02,15.66,20.83,10.22,1.83,25.3,17.0,4.7,135.4,24.7,8.8
2014-10-01,Bonner Straße,74189,5.79,13.07,17.26,9.03,2.32,23.9,17.2,2.0,99.6,63.9,15.0
2014-11-01,Bonner Straße,64732,6.09,8.16,11.05,5.35,2.5,20.2,13.6,-3.8,68.1,45.6,16.7
2014-12-01,Bonner Straße,49205,6.91,4.34,6.49,1.74,2.42,13.7,18.3,-7.8,18.0,74.5,9.2
2014-01-01,Deutzer Brücke,86858,6.01,5.4,8.33,2.18,2.68,14.3,21.3,-2.9,73.4,55.0,13.8
2014-02-01,Deutzer Brücke,76101,5.87,6.39,10.0,2.66,2.93,14.9,21.3,-2.3,75.8,37.2,5.7
2014-03-01,Deutzer Brücke,146292,4.01,8.78,15.19,1.77,2.39,22.7,17.1,-4.0,187.5,10.4,5.0
2014-04-01,Deutzer Brücke,171151,5.43,12.38,18.25,5.66,2.27,25.0,16.9,-2.3,143.9,32.3,6.7
2014-05-01,Deutzer Brücke,194385,5.45,13.43,18.6,7.39,2.35,27.3,17.0,0.4,168.8,72.5,26.3
2014-06-01,Deutzer Brücke,198912,4.72,16.56,22.44,9.95,2.17,31.6,22.2,5.3,212.1,57.0,14.1
2014-07-01,Deutzer Brücke,157057,5.28,19.71,25.45,14.0,2.19,33.7,18.9,5.9,209.8,183.0,40.7
2014-08-01,Deutzer Brücke,109345,5.72,16.32,21.47,11.62,2.23,28.3,16.5,5.9,150.7,142.4,23.8
2014-09-01,Deutzer Brücke,146760,5.02,15.66,20.83,10.22,1.83,25.3,17.0,4.7,135.4,24.7,8.8
2014-10-01,Deutzer Brücke,129077,5.79,13.07,17.26,9.03,2.32,23.9,17.2,2.0,99.6,63.9,15.0
2014-11-01,Deutzer Brücke,107087,6.09,8.16,11.05,5.35,2.5,20.2,13.6,-3.8,68.1,45.6,16.7
2014-12-01,Deutzer Brücke,75358,6.91,4.34,6.49,1.74,2.42,13.7,18.3,-7.8,18.0,74.5,9.2
2014-01-01,Hohenzollernbrücke,41411,6.01,5.4,8.33,2.18,2.68,14.3,21.3,-2.9,73.4,55.0,13.8
2014-02-01,Hohenzollernbrücke,39077,5.87,6.39,10.0,2.66,2.93,14.9,21.3,-2.3,75.8,37.2,5.7
2014-03-01,Hohenzollernbrücke,76349,4.01,8.78,15.19,1.77,2.39,22.7,17.1,-4.0,187.5,10.4,5.0
2014-04-01,Hohenzollernbrücke,89753,5.43,12.38,18.25,5.66,2.27,25.0,16.9,-2.3,143.9,32.3,6.7
2014-05-01,Hohenzollernbrücke,84366,5.45,13.43,18.6,7.39,2.35,27.3,17.0,0.4,168.8,72.5,26.3
2014-06-01,Hohenzollernbrücke,86359,4.72,16.56,22.44,9.95,2.17,31.6,22.2,5.3,212.1,57.0,14.1
2014-07-01,Hohenzollernbrücke,85650,5.28,19.71,25.45,14.0,2.19,33.7,18.9,5.9,209.8,183.0,40.7
2014-08-01,Hohenzollernbrücke,76015,5.72,16.32,21.47,11.62,2.23,28.3,16.5,5.9,150.7,142.4,23.8
2014-09-01,Hohenzollernbrücke,77223,5.02,15.66,20.83,10.22,1.83,25.3,17.0,4.7,135.4,24.7,8.8
2014-10-01,Hohenzollernbrücke,60676,5.79,13.07,17.26,9.03,2.32,23.9,17.2,2.0,99.6,63.9,15.0
2014-11-01,Hohenzollernbrücke,44724,6.09,8.16,11.05,5.35,2.5,20.2,13.6,-3.8,68.1,45.6,16.7
2014-12-01,Hohenzollernbrücke,37660,6.91,4.34,6.49,1.74,2.42,13.7,18.3,-7.8,18.0,74.5,9.2
2014-01-01,Neumarkt,103601,6.01,5.4,8.33,2.18,2.68,14.3,21.3,-2.9,73.4,55.0,13.8
2014-02-01,Neumarkt,94467,5.87,6.39,10.0,2.66,2.93,14.9,21.3,-2.3,75.8,37.2,5.7
2014-03-01,Neumarkt,156292,4.01,8.78,15.19,1.77,2.39,22.7,17.1,-4.0,187.5,10.4,5.0
2014-04-01,Neumarkt,163502,5.43,12.38,18.25,5.66,2.27,25.0,16.9,-2.3,143.9,32.3,6.7
2014-05-01,Neumarkt,169143,5.45,13.43,18.6,7.39,2.35,27.3,17.0,0.4,168.8,72.5,26.3
2014-06-01,Neumarkt,171388,4.72,16.56,22.44,9.95,2.17,31.6,22.2,5.3,212.1,57.0,14.1
2014-07-01,Neumarkt,170948,5.28,19.71,25.45,14.0,2.19,33.7,18.9,5.9,209.8,183.0,40.7
2014-08-01,Neumarkt,160466,5.72,16.32,21.47,11.62,2.23,28.3,16.5,5.9,150.7,142.4,23.8
2014-09-01,Neumarkt,165045,5.02,15.66,20.83,10.22,1.83,25.3,17.0,4.7,135.4,24.7,8.8
2014-10-01,Neumarkt,143696,5.79,13.07,17.26,9.03,2.32,23.9,17.2,2.0,99.6,63.9,15.0
2014-11-01,Neumarkt,123999,6.09,8.16,11.05,5.35,2.5,20.2,13.6,-3.8,68.1,45.6,16.7
2014-12-01,Neumarkt,93811,6.91,4.34,6.49,1.74,2.42,13.7,18.3,-7.8,18.0,74.5,9.2
2014-07-01,Venloer Straße,162927,5.28,19.71,25.45,14.0,2.19,33.7,18.9,5.9,209.8,183.0,40.7
2014-08-01,Venloer Straße,135289,5.72,16.32,21.47,11.62,2.23,28.3,16.5,5.9,150.7,142.4,23.8
2014-09-01,Venloer Straße,158170,5.02,15.66,20.83,10.22,1.83,25.3,17.0,4.7,135.4,24.7,8.8
2014-10-01,Venloer Straße,145794,5.79,13.07,17.26,9.03,2.32,23.9,17.2,2.0,99.6,63.9,15.0
2014-11-01,Venloer Straße,122183,6.09,8.16,11.05,5.35,2.5,20.2,13.6,-3.8,68.1,45.6,16.7
2014-12-01,Venloer Straße,88448,6.91,4.34,6.49,1.74,2.42,13.7,18.3,-7.8,18.0,74.5,9.2
2014-01-01,Zülpicher Straße,108890,6.01,5.4,8.33,2.18,2.68,14.3,21.3,-2.9,73.4,55.0,13.8
2014-02-01,Zülpicher Straße,95071,5.87,6.39,10.0,2.66,2.93,14.9,21.3,-2.3,75.8,37.2,5.7
2014-03-01,Zülpicher Straße,133782,4.01,8.78,15.19,1.77,2.39,22.7,17.1,-4.0,187.5,10.4,5.0
2014-04-01,Zülpicher Straße,158766,5.43,12.38,18.25,5.66,2.27,25.0,16.9,-2.3,143.9,32.3,6.7
2014-05-01,Zülpicher Straße,171016,5.45,13.43,18.6,7.39,2.35,27.3,17.0,0.4,168.8,72.5,26.3
2014-06-01,Zülpicher Straße,172063,4.72,16.56,22.44,9.95,2.17,31.6,22.2,5.3,212.1,57.0,14.1
2014-07-01,Zülpicher Straße,169018,5.28,19.71,25.45,14.0,2.19,33.7,18.9,5.9,209.8,183.0,40.7
2014-08-01,Zülpicher Straße,136581,5.72,16.32,21.47,11.62,2.23,28.3,16.5,5.9,150.7,142.4,23.8
2014-09-01,Zülpicher Straße,160629,5.02,15.66,20.83,10.22,1.83,25.3,17.0,4.7,135.4,24.7,8.8
2014-10-01,Zülpicher Straße,168487,5.79,13.07,17.26,9.03,2.32,23.9,17.2,2.0,99.6,63.9,15.0
2014-11-01,Zülpicher Straße,140043,6.09,8.16,11.05,5.35,2.5,20.2,13.6,-3.8,68.1,45.6,16.7
2014-12-01,Zülpicher Straße,91693,6.91,4.34,6.49,1.74,2.42,13.7,18.3,-7.8,18.0,74.5,9.2
2013-01-01,Bonner Straße,38984,6.97,2.06,3.96,-0.31,2.29,14.9,19.9,-7.5,19.0,53.9,11.5
2013-02-01,Bonner Straße,32816,6.7,1.05,3.74,-1.73,2.36,9.8,20.3,-6.6,42.8,37.8,9.8
2013-03-01,Bonner Straße,44025,5.95,2.4,6.73,-1.97,2.65,19.8,13.4,-12.5,107.7,40.2,11.4
2013-04-01,Bonner Straße,63362,5.83,9.54,14.7,4.04,2.5,26.2,14.6,-7.5,145.8,26.3,7.3
2013-05-01,Bonner Straße,64240,5.86,12.25,17.37,6.98,2.32,24.7,16.4,-0.6,134.2,103.1,15.5
2013-06-01,Bonner Straße,75785,5.56,16.4,21.9,10.3,2.5,34.3,14.0,3.7,169.8,103.7,47.5
2013-07-01,Bonner Straße,89743,3.98,20.16,26.37,13.23,2.03,33.8,15.1,7.4,286.7,70.6,26.7
2013-08-01,Bonner Straße,77968,4.52,18.48,25.03,11.67,1.97,35.6,12.5,6.6,199.8,23.8,7.8
2013-09-01,Bonner Straße,72498,5.53,14.62,19.65,9.8,2.13,32.8,15.6,2.6,121.6,70.1,21.3
2013-10-01,Bonner Straße,65584,5.94,12.21,16.11,7.94,2.39,23.2,21.1,-1.5,94.6,66.4,12.0
2013-11-01,Bonner Straße,51944,6.8,5.69,8.53,2.69,2.17,16.0,16.2,-4.2,35.7,76.8,17.8
2013-12-01,Bonner Straße,48079,6.13,5.63,8.48,2.34,2.65,13.9,26.6,-3.8,53.5,32.6,5.8
2013-01-01,Deutzer Brücke,45837,6.97,2.06,3.96,-0.31,2.29,14.9,19.9,-7.5,19.0,53.9,11.5
2013-02-01,Deutzer Brücke,49308,6.7,1.05,3.74,-1.73,2.36,9.8,20.3,-6.6,42.8,37.8,9.8
2013-03-01,Deutzer Brücke,67762,5.95,2.4,6.73,-1.97,2.65,19.8,13.4,-12.5,107.7,40.2,11.4
2013-04-01,Deutzer Brücke,104973,5.83,9.54,14.7,4.04,2.5,26.2,14.6,-7.5,145.8,26.3,7.3
2013-05-01,Deutzer Brücke,103331,5.86,12.25,17.37,6.98,2.32,24.7,16.4,-0.6,134.2,103.1,15.5
2013-06-01,Deutzer Brücke,130982,5.56,16.4,21.9,10.3,2.5,34.3,14.0,3.7,169.8,103.7,47.5
2013-07-01,Deutzer Brücke,182418,3.98,20.16,26.37,13.23,2.03,33.8,15.1,7.4,286.7,70.6,26.7
2013-08-01,Deutzer Brücke,157671,4.52,18.48,25.03,11.67,1.97,35.6,12.5,6.6,199.8,23.8,7.8
2013-09-01,Deutzer Brücke,136521,5.53,14.62,19.65,9.8,2.13,32.8,15.6,2.6,121.6,70.1,21.3
2013-10-01,Deutzer Brücke,116793,5.94,12.21,16.11,7.94,2.39,23.2,21.1,-1.5,94.6,66.4,12.0
2013-11-01,Deutzer Brücke,89898,6.8,5.69,8.53,2.69,2.17,16.0,16.2,-4.2,35.7,76.8,17.8
2013-12-01,Deutzer Brücke,88805,6.13,5.63,8.48,2.34,2.65,13.9,26.6,-3.8,53.5,32.6,5.8
2013-01-01,Hohenzollernbrücke,35104,6.97,2.06,3.96,-0.31,2.29,14.9,19.9,-7.5,19.0,53.9,11.5
2013-02-01,Hohenzollernbrücke,37100,6.7,1.05,3.74,-1.73,2.36,9.8,20.3,-6.6,42.8,37.8,9.8
2013-03-01,Hohenzollernbrücke,46182,5.95,2.4,6.73,-1.97,2.65,19.8,13.4,-12.5,107.7,40.2,11.4
2013-04-01,Hohenzollernbrücke,80577,5.83,9.54,14.7,4.04,2.5,26.2,14.6,-7.5,145.8,26.3,7.3
2013-05-01,Hohenzollernbrücke,102542,5.86,12.25,17.37,6.98,2.32,24.7,16.4,-0.6,134.2,103.1,15.5
2013-06-01,Hohenzollernbrücke,99403,5.56,16.4,21.9,10.3,2.5,34.3,14.0,3.7,169.8,103.7,47.5
2013-07-01,Hohenzollernbrücke,107545,3.98,20.16,26.37,13.23,2.03,33.8,15.1,7.4,286.7,70.6,26.7
2013-08-01,Hohenzollernbrücke,84111,4.52,18.48,25.03,11.67,1.97,35.6,12.5,6.6,199.8,23.8,7.8
2013-09-01,Hohenzollernbrücke,76866,5.53,14.62,19.65,9.8,2.13,32.8,15.6,2.6,121.6,70.1,21.3
2013-10-01,Hohenzollernbrücke,64046,5.94,12.21,16.11,7.94,2.39,23.2,21.1,-1.5,94.6,66.4,12.0
2013-11-01,Hohenzollernbrücke,40171,6.8,5.69,8.53,2.69,2.17,16.0,16.2,-4.2,35.7,76.8,17.8
2013-12-01,Hohenzollernbrücke,43126,6.13,5.63,8.48,2.34,2.65,13.9,26.6,-3.8,53.5,32.6,5.8
2013-01-01,Neumarkt,60199,6.97,2.06,3.96,-0.31,2.29,14.9,19.9,-7.5,19.0,53.9,11.5
2013-02-01,Neumarkt,56027,6.7,1.05,3.74,-1.73,2.36,9.8,20.3,-6.6,42.8,37.8,9.8
2013-03-01,Neumarkt,63964,5.95,2.4,6.73,-1.97,2.65,19.8,13.4,-12.5,107.7,40.2,11.4
2013-04-01,Neumarkt,121508,5.83,9.54,14.7,4.04,2.5,26.2,14.6,-7.5,145.8,26.3,7.3
2013-05-01,Neumarkt,116527,5.86,12.25,17.37,6.98,2.32,24.7,16.4,-0.6,134.2,103.1,15.5
2013-06-01,Neumarkt,167361,5.56,16.4,21.9,10.3,2.5,34.3,14.0,3.7,169.8,103.7,47.5
2013-07-01,Neumarkt,202470,3.98,20.16,26.37,13.23,2.03,33.8,15.1,7.4,286.7,70.6,26.7
2013-08-01,Neumarkt,175852,4.52,18.48,25.03,11.67,1.97,35.6,12.5,6.6,199.8,23.8,7.8
